pid,tid,src_dev,dst_dev,src_numa,dst_numa,size_mb,latency_us,bw_gbps,start_ns,end_ns,wall_start_ns,wall_end_ns,direction,async_flag,api_type,stream_id,path_id,link_bitmap,quality_flags
2771200,2771200,4294967295,0,0,255,268.44,18070.96,14.85,1000185272741,1000203343705,1777456000185272741,1777456000203343705,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,25.17,3896.70,6.46,1000219042705,1000222939402,1777456000219042705,1777456000222939402,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,67.11,4233.41,15.85,1000223905402,1000228138808,1777456000223905402,1777456000228138808,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,25.17,2567.61,9.80,1000229114808,1000231682418,1777456000229114808,1777456000231682418,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,32.51,3350.49,9.70,1000248525418,1000251875912,1777456000248525418,1777456000251875912,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,67.11,5155.00,13.02,1000252804912,1000257959914,1777456000252804912,1777456000257959914,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,25.17,2081.31,12.09,1000259858914,1000261940228,1777456000259858914,1777456000261940228,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,268.44,20196.38,13.29,1000262790228,1000282986604,1777456000262790228,1777456000282986604,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,67.11,4221.95,15.90,1000296393604,1000300615552,1777456000296393604,1777456000300615552,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,268.44,32751.40,8.20,1000302425552,1000335176953,1777456000302425552,1777456000335176953,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,25.17,3035.51,8.29,1000336340953,1000339376461,1777456000336340953,1777456000339376461,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,67.11,6703.08,10.01,1000339941461,1000346644539,1777456000339941461,1777456000346644539,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,67.11,8258.27,8.13,1000355735539,1000363993805,1777456000355735539,1777456000363993805,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,134.22,9040.16,14.85,1000365515805,1000374555964,1777456000365515805,1777456000374555964,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,134.22,18067.42,7.43,1000376371964,1000394439383,1777456000376371964,1777456000394439383,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,32.51,2416.81,13.45,1000395224383,1000397641195,1777456000395224383,1777456000397641195,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,67.11,4982.05,13.47,1000399244195,1000404226242,1777456000399244195,1777456000404226242,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,134.22,13952.00,9.62,1000425312242,1000439264240,1777456000425312242,1777456000439264240,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,268.44,24547.93,10.94,1000440047240,1000464595165,1777456000440047240,1777456000464595165,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,25.17,3342.78,7.53,1000465191165,1000468533944,1777456000465191165,1777456000468533944,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,134.22,11218.38,11.96,1000469360944,1000480579325,1777456000469360944,1777456000480579325,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,134.22,11223.27,11.96,1000481867325,1000493090590,1777456000481867325,1777456000493090590,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,268.44,18376.18,14.61,1000508217590,1000526593766,1777456000508217590,1777456000526593766,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,25.17,1963.46,12.82,1000527116766,1000529080222,1777456000527116766,1777456000529080222,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,67.11,4903.47,13.69,1000530679222,1000535582694,1777456000530679222,1777456000535582694,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,25.17,2816.54,8.94,1000536778694,1000539595237,1777456000536778694,1777456000539595237,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,67.11,4269.32,15.72,1000552851237,1000557120552,1777456000552851237,1777456000557120552,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,268.44,17746.30,15.13,1000557985552,1000575731850,1777456000557985552,1777456000575731850,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,67.11,4654.94,14.42,1000577511850,1000582166791,1777456000577511850,1777456000582166791,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,32.51,3337.65,9.74,1000598682791,1000602020443,1777456000598682791,1777456000602020443,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,268.44,17279.40,15.53,1000602850443,1000620129844,1777456000602850443,1777456000620129844,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,25.17,2099.00,11.99,1000621715844,1000623814842,1777456000621715844,1777456000623814842,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,67.11,4538.30,14.79,1000630633842,1000635172143,1777456000630633842,1777456000635172143,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,32.51,4940.66,6.58,1000636301143,1000641241804,1777456000636301143,1777456000641241804,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,25.17,3670.34,6.86,1000642902804,1000646573145,1777456000642902804,1777456000646573145,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,268.44,19653.59,13.66,1000666437145,1000686090731,1777456000666437145,1777456000686090731,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,134.22,8676.85,15.47,1000686852731,1000695529580,1777456000686852731,1777456000695529580,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,67.11,5951.09,11.28,1000696367580,1000702318668,1777456000696367580,1777456000702318668,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,268.44,19806.86,13.55,1000715992668,1000735799526,1777456000715992668,1777456000735799526,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,32.51,2475.79,13.13,1000737711526,1000740187315,1777456000737711526,1777456000740187315,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,67.11,6464.59,10.38,1000741504315,1000747968900,1777456000741504315,1777456000747968900,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,32.51,3941.55,8.25,1000761924900,1000765866449,1777456000761924900,1777456000765866449,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,25.17,2117.79,11.88,1000767058449,1000769176234,1777456000767058449,1777456000769176234,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,268.44,32727.36,8.20,1000770147234,1000802874589,1777456000770147234,1777456000802874589,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,25.17,3035.90,8.29,1000820116589,1000823152486,1777456000820116589,1777456000823152486,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,67.11,10003.45,6.71,1000823716486,1000833719933,1777456000823716486,1777456000833719933,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,67.11,5288.42,12.69,1000834706933,1000839995352,1777456000834706933,1777456000839995352,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,268.44,36655.89,7.32,1000840933352,1000877589246,1777456000840933352,1777456000877589246,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,268.44,25024.96,10.73,1000879258246,1000904283202,1777456000879258246,1777456000904283202,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,32.51,4681.64,6.94,1000923981202,1000928662845,1777456000923981202,1777456000928662845,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,134.22,14064.56,9.54,1000930511845,1000944576402,1777456000930511845,1777456000944576402,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,134.22,9168.90,14.64,1000945917402,1000955086302,1777456000945917402,1777456000955086302,1,0,0,0,0,0,128
2771200,2771200,4294967295,0,0,255,25.17,3809.47,6.61,1000955696302,1000959505769,1777456000955696302,1777456000959505769,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,32.51,4106.40,7.92,1050000000000,1050004106400,1777456050000000000,1777456050004106400,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,134.22,18133.06,7.40,1050005704400,1050023837463,1777456050005704400,1777456050023837463,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,67.11,6315.37,10.63,1050024712463,1050031027830,1777456050024712463,1777456050031027830,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,25.17,3868.16,6.51,1050043941830,1050047809994,1777456050043941830,1777456050047809994,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,25.17,1603.94,15.69,1050049416994,1050051020938,1777456050049416994,1777456050051020938,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,32.51,3229.87,10.06,1050052004938,1050055234807,1777456050052004938,1777456050055234807,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,32.51,2219.36,14.65,1050056719807,1050058939166,1777456050056719807,1777456050058939166,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,32.51,3320.40,9.79,1050059559166,1050062879569,1777456050059559166,1777456050062879569,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,67.11,6559.96,10.23,1050073523569,1050080083527,1777456050073523569,1777456050080083527,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,268.44,21272.81,12.62,1050082079527,1050103352334,1777456050082079527,1777456050103352334,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,32.51,4115.20,7.90,1050104848334,1050108963531,1777456050104848334,1777456050108963531,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,25.17,2134.18,11.79,1050109908531,1050112042710,1777456050109908531,1777456050112042710,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,67.11,10211.87,6.57,1050119650710,1050129862580,1777456050119650710,1777456050129862580,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,134.22,12170.08,11.03,1050131558580,1050143728655,1777456050131558580,1777456050143728655,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,32.51,4948.53,6.57,1050145315655,1050150264180,1777456050145315655,1777456050150264180,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,25.17,1733.97,14.51,1050151804180,1050153538148,1777456050151804180,1777456050153538148,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,268.44,40187.30,6.68,1050154178148,1050194365450,1777456050154178148,1777456050194365450,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,268.44,31721.88,8.46,1050206961450,1050238683334,1777456050206961450,1777456050238683334,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,25.17,2063.82,12.19,1050240400334,1050242464152,1777456050240400334,1777456050242464152,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,268.44,23037.18,11.65,1050243822152,1050266859334,1777456050243822152,1777456050266859334,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,67.11,8001.67,8.39,1050277278334,1050285280001,1777456050277278334,1777456050285280001,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,32.51,2556.11,12.72,1050286590001,1050289146115,1777456050286590001,1777456050289146115,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,134.22,14649.76,9.16,1050290260115,1050304909871,1777456050290260115,1777456050304909871,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,268.44,16793.44,15.98,1050310709871,1050327503309,1777456050310709871,1777456050327503309,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,25.17,2212.12,11.38,1050328207309,1050330419427,1777456050328207309,1777456050330419427,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,67.11,9162.16,7.32,1050331955427,1050341117589,1777456050331955427,1777456050341117589,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,25.17,1701.23,14.79,1050342331589,1050344032821,1777456050342331589,1777456050344032821,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,134.22,9361.34,14.34,1050354957821,1050364319160,1777456050354957821,1777456050364319160,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,67.11,5538.51,12.12,1050366259160,1050371797667,1777456050366259160,1777456050371797667,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,268.44,44163.42,6.08,1050373636667,1050417800084,1777456050373636667,1777456050417800084,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,25.17,1635.28,15.39,1050429340084,1050430975364,1777456050429340084,1777456050430975364,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,67.11,9380.23,7.15,1050431750364,1050441130595,1777456050431750364,1777456050441130595,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,268.44,35533.28,7.55,1050441849595,1050477382879,1777456050441849595,1777456050477382879,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,268.44,33114.44,8.11,1050478459879,1050511574317,1777456050478459879,1777456050511574317,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,32.51,2524.73,12.87,1050512776317,1050515301049,1777456050512776317,1777456050515301049,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,67.11,4458.06,15.05,1050529621049,1050534079112,1777456050529621049,1777456050534079112,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,25.17,2038.90,12.34,1050534683112,1050536722011,1777456050534683112,1777456050536722011,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,25.17,4169.66,6.04,1050537788011,1050541957674,1777456050537788011,1777456050541957674,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,67.11,8811.77,7.62,1050542724674,1050551536445,1777456050542724674,1777456050551536445,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,134.22,11561.46,11.61,1050566978445,1050578539900,1777456050566978445,1777456050578539900,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,25.17,1628.80,15.45,1050579268900,1050580897702,1777456050579268900,1777456050580897702,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,32.51,2837.48,11.46,1050582812702,1050585650178,1777456050582812702,1777456050585650178,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,268.44,23291.07,11.53,1050586906178,1050610197250,1777456050586906178,1777456050610197250,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,32.51,5064.57,6.42,1050611577250,1050616641817,1777456050611577250,1777456050616641817,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,67.11,8284.26,8.10,1050637615817,1050645900079,1777456050637615817,1777456050645900079,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,25.17,2638.82,9.54,1050646911079,1050649549894,1777456050646911079,1777456050649549894,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,134.22,8528.06,15.74,1050651195894,1050659723951,1777456050651195894,1777456050659723951,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,32.51,2194.24,14.81,1050669417951,1050671612192,1777456050669417951,1777456050671612192,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,32.51,2432.05,13.37,1050672162192,1050674594237,1777456050672162192,1777456050674594237,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,134.22,9571.70,14.02,1050675774237,1050685345936,1777456050675774237,1777456050685345936,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,25.17,2561.30,9.83,1050695724936,1050698286234,1777456050695724936,1777456050698286234,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,134.22,16319.58,8.22,1050698865234,1050715184813,1777456050698865234,1777456050715184813,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,67.11,7413.78,9.05,1050716626813,1050724040593,1777456050716626813,1777456050724040593,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,32.51,3255.58,9.98,1050733658593,1050736914172,1777456050733658593,1777456050736914172,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,25.17,1606.10,15.67,1050737984172,1050739590273,1777456050737984172,1777456050739590273,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,67.11,5405.55,12.41,1050740661273,1050746066818,1777456050740661273,1777456050746066818,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,67.11,4359.88,15.39,1050763517818,1050767877696,1777456050763517818,1777456050767877696,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,67.11,8619.53,7.79,1050768613696,1050777233223,1777456050768613696,1777456050777233223,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,25.17,3552.48,7.08,1050778276223,1050781828698,1777456050778276223,1777456050781828698,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,67.11,5051.31,13.29,1050783217698,1050788269003,1777456050783217698,1777456050788269003,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,134.22,11127.24,12.06,1050789411003,1050800538240,1777456050789411003,1777456050800538240,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,268.44,33975.78,7.90,1050808979240,1050842955023,1777456050808979240,1777456050842955023,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,134.22,22306.74,6.02,1050843545023,1050865851766,1777456050843545023,1777456050865851766,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,32.51,3371.20,9.64,1050867453766,1050870824968,1777456050867453766,1777456050870824968,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,67.11,5486.54,12.23,1050871467968,1050876954504,1777456050871467968,1777456050876954504,1,0,0,0,0,0,128
2771201,2771201,4294967295,1,1,255,67.11,6061.56,11.07,1050897705504,1050903767061,1777456050897705504,1777456050903767061,1,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,134.22,13584.16,9.88,1100000000000,1100013584159,1777456100000000000,1777456100013584159,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,32.51,5124.78,6.34,1100015219159,1100020343937,1777456100015219159,1777456100020343937,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,134.22,13778.32,9.74,1100022204937,1100035983257,1777456100022204937,1777456100035983257,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,268.44,29880.16,8.98,1100036839257,1100066719412,1777456100036839257,1777456100066719412,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,67.11,9575.50,7.01,1100082027412,1100091602907,1777456100082027412,1777456100091602907,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,268.44,29030.62,9.25,1100092982907,1100122013529,1777456100092982907,1777456100122013529,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,134.22,16585.44,8.09,1100123172529,1100139757971,1777456100123172529,1777456100139757971,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,134.22,12714.65,10.56,1100150141971,1100162856621,1777456100150141971,1777456100162856621,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,25.17,3602.06,6.99,1100163703621,1100167305683,1777456100163703621,1777456100167305683,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,268.44,36540.14,7.35,1100169164683,1100205704819,1777456100169164683,1777456100205704819,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,67.11,10210.58,6.57,1100206685819,1100216896396,1777456100206685819,1777456100216896396,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,32.51,6286.21,5.17,1100217803396,1100224089606,1777456100217803396,1777456100224089606,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,25.17,3073.53,8.19,1100237874606,1100240948139,1777456100237874606,1777456100240948139,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,268.44,42199.89,6.36,1100242737139,1100284937026,1777456100242737139,1777456100284937026,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,134.22,15863.78,8.46,1100286863026,1100302726805,1777456100286863026,1777456100302726805,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,32.51,3388.71,9.59,1100303725805,1100307114512,1777456100303725805,1777456100307114512,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,25.17,2408.46,10.45,1100307625512,1100310033968,1777456100307625512,1777456100310033968,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,268.44,32530.34,8.25,1100318862968,1100351393307,1777456100318862968,1777456100351393307,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,32.51,2845.83,11.42,1100353034307,1100355880133,1777456100353034307,1777456100355880133,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,134.22,22620.81,5.93,1100356628133,1100379248944,1777456100356628133,1777456100379248944,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,268.44,22528.74,11.92,1100380699944,1100403228679,1777456100380699944,1777456100403228679,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,67.11,5760.28,11.65,1100404947679,1100410707959,1777456100404947679,1777456100410707959,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,268.44,33608.27,7.99,1100427150959,1100460759225,1777456100427150959,1777456100460759225,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,134.22,11898.25,11.28,1100462381225,1100474279477,1777456100462381225,1777456100474279477,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,134.22,19696.36,6.81,1100475751477,1100495447839,1777456100475751477,1777456100495447839,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,67.11,6477.25,10.36,1100496453839,1100502931093,1777456100496453839,1777456100502931093,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,134.22,14297.89,9.39,1100504498093,1100518795984,1777456100504498093,1777456100518795984,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,67.11,10104.54,6.64,1100532063984,1100542168526,1777456100532063984,1777456100542168526,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,67.11,5964.60,11.25,1100543355526,1100549320128,1777456100543355526,1777456100549320128,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,32.51,5367.71,6.06,1100549985128,1100555352837,1777456100549985128,1777456100555352837,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,32.51,5964.81,5.45,1100573005837,1100578970649,1777456100573005837,1777456100578970649,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,67.11,7627.50,8.80,1100580304649,1100587932148,1777456100580304649,1777456100587932148,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,25.17,3902.98,6.45,1100589283148,1100593186132,1777456100589283148,1777456100593186132,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,25.17,2288.40,11.00,1100605927132,1100608215532,1777456100605927132,1777456100608215532,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,134.22,16095.46,8.34,1100609894532,1100625989988,1777456100609894532,1777456100625989988,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,67.11,6531.70,10.27,1100627209988,1100633741692,1777456100627209988,1777456100633741692,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,268.44,26233.33,10.23,1100635099692,1100661333024,1777456100635099692,1777456100661333024,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,268.44,23787.60,11.28,1100662951024,1100686738625,1777456100662951024,1777456100686738625,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,134.22,15979.26,8.40,1100696832625,1100712811888,1777456100696832625,1777456100712811888,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,67.11,6931.22,9.68,1100714107888,1100721039107,1777456100714107888,1777456100721039107,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,32.51,2986.70,10.88,1100722367107,1100725353805,1777456100722367107,1777456100725353805,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,268.44,30717.43,8.74,1100726114805,1100756832231,1777456100726114805,1777456100756832231,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,25.17,4503.84,5.59,1100772835231,1100777339075,1777456100772835231,1777456100777339075,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,32.51,2936.93,11.07,1100778716075,1100781653008,1777456100778716075,1777456100781653008,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,25.17,3689.41,6.82,1100782525008,1100786214419,1777456100782525008,1777456100786214419,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,32.51,3972.42,8.18,1100787384419,1100791356834,1777456100787384419,1777456100791356834,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,134.22,19318.03,6.95,1100792547834,1100811865862,1777456100792547834,1777456100811865862,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,134.22,26134.35,5.14,1100822361862,1100848496210,1777456100822361862,1777456100848496210,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,25.17,2097.26,12.00,1100850100210,1100852197474,1777456100850100210,1777456100852197474,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,32.51,3403.40,9.55,1100853413474,1100856816869,1777456100853413474,1777456100856816869,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,32.51,5082.59,6.40,1100864309869,1100869392463,1777456100864309869,1777456100869392463,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,268.44,44247.53,6.07,1100869933463,1100914180994,1777456100869933463,1777456100914180994,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,134.22,13856.58,9.69,1100914938994,1100928795569,1777456100914938994,1777456100928795569,2,0,0,0,0,0,128
2771202,2771202,0,4294967295,255,2,67.11,6472.51,10.37,1100939021569,1100945494081,1777456100939021569,1777456100945494081,2,0,0,0,0,0,128
