pid,tid,src_dev,dst_dev,src_numa,dst_numa,size_mb,latency_us,bw_gbps,start_ns,end_ns,wall_start_ns,wall_end_ns,direction,async_flag,api_type,stream_id,path_id,link_bitmap,quality_flags
2771202,2771210,4294967295,2,0,255,406.85,78802.18,5.16,1005335527396,1005414329576,1777456005335527396,1777456005414329576,1,0,0,0,0,0,128
2771202,2771210,4294967295,2,0,255,271.58,45140.23,6.02,1005416737576,1005461877802,1777456005416737576,1777456005461877802,1,0,0,0,0,0,128
2771202,2771210,4294967295,2,0,255,1090.52,246369.06,4.43,1005463072802,1005709441860,1777456005463072802,1777456005709441860,1,0,0,0,0,0,128
2771202,2771210,4294967295,2,0,255,134.22,34148.64,3.93,1005710027860,1005744176502,1777456005710027860,1777456005744176502,1,0,0,0,0,0,128
2771202,2771210,4294967295,2,0,255,406.85,366790.60,1.11,1005746059502,1006112850097,1777456005746059502,1777456006112850097,1,0,0,0,0,0,128
2771207,2771215,4294967295,7,0,255,25.69,21961.88,1.17,1006115726097,1006137687978,1777456006115726097,1777456006137687978,1,0,0,0,0,0,128
2771202,2771210,4294967295,2,0,255,25.69,8745.96,2.94,1006139276978,1006148022936,1777456006139276978,1777456006148022936,1,0,0,0,0,0,128
2771202,2771211,4294967295,2,0,255,33.03,10263.15,3.22,1006443001936,1006453265085,1777456006443001936,1777456006453265085,1,0,0,0,0,0,128
2771202,2771211,4294967295,2,0,255,25.69,5390.93,4.77,1006454488085,1006459879018,1777456006454488085,1777456006459879018,1,0,0,0,0,0,128
2771202,2771211,4294967295,2,0,255,406.85,40712.21,9.99,1006462333018,1006503045226,1777456006462333018,1777456006503045226,1,0,0,0,0,0,128
2771206,2771215,4294967295,6,0,255,1090.52,127133.61,8.58,1006503305226,1006630438836,1777456006503305226,1777456006630438836,1,0,0,0,0,0,128
2771202,2771211,4294967295,2,0,255,134.22,51439.70,2.61,1006631319836,1006682759534,1777456006631319836,1777456006682759534,1,0,0,0,0,0,128
2771203,2771212,4294967295,3,0,255,33.03,7935.46,4.16,1006684601534,1006692536994,1777456006684601534,1777456006692536994,1,0,0,0,0,0,128
2771202,2771212,4294967295,2,0,255,406.85,42385.31,9.60,1006849335994,1006891721301,1777456006849335994,1777456006891721301,1,0,0,0,0,0,128
2771202,2771212,4294967295,2,0,255,134.22,65309.90,2.06,1006894197301,1006959507198,1777456006894197301,1777456006959507198,1,0,0,0,0,0,128
2771202,2771212,4294967295,2,0,255,25.69,4250.31,6.04,1006960922198,1006965172505,1777456006960922198,1777456006965172505,1,0,0,0,0,0,128
2771202,2771212,4294967295,2,0,255,67.11,59004.40,1.14,1006967592505,1007026596904,1777456006967592505,1777456007026596904,1,0,0,0,0,0,128
2771202,2771212,4294967295,2,0,255,1090.52,194993.71,5.59,1007029188904,1007224182616,1777456007029188904,1777456007224182616,1,0,0,0,0,0,128
2771206,2771216,4294967295,6,0,255,25.69,2986.31,8.60,1007224614616,1007227600928,1777456007224614616,1777456007227600928,1,0,0,0,0,0,128
2771202,2771213,4294967295,2,0,255,33.03,7514.55,4.40,1007552080928,1007559595481,1777456007552080928,1777456007559595481,1,0,0,0,0,0,128
2771202,2771213,4294967295,2,0,255,271.58,278953.47,0.97,1007562128481,1007841081951,1777456007562128481,1777456007841081951,1,0,0,0,0,0,128
2771202,2771213,4294967295,2,0,255,271.58,45928.47,5.91,1007841616951,1007887545425,1777456007841616951,1777456007887545425,1,0,0,0,0,0,128
2771202,2771214,4294967295,2,0,255,406.85,114497.58,3.55,1008387040425,1008501538003,1777456008387040425,1777456008501538003,1,0,0,0,0,0,128
2771202,2771214,4294967295,2,0,255,406.85,61017.60,6.67,1008502825003,1008563842600,1777456008502825003,1777456008563842600,1,0,0,0,0,0,128
2771202,2771214,4294967295,2,0,255,1090.52,116063.26,9.40,1008565914600,1008681977858,1777456008565914600,1777456008681977858,1,0,0,0,0,0,128
2771202,2771214,4294967295,2,0,255,271.58,27258.14,9.96,1008682215858,1008709473995,1777456008682215858,1777456008709473995,1,0,0,0,0,0,128
2771202,2771214,4294967295,2,0,255,271.58,87808.40,3.09,1008709973995,1008797782394,1777456008709973995,1777456008797782394,1,0,0,0,0,0,128
2771202,2771215,4294967295,2,0,255,67.11,20467.00,3.28,1009270411394,1009290878393,1777456009270411394,1777456009290878393,1,0,0,0,0,0,128
2771202,2771215,4294967295,2,0,255,406.85,118143.88,3.44,1009292872393,1009411016272,1777456009292872393,1777456009411016272,1,0,0,0,0,0,128
2771202,2771215,4294967295,2,0,255,406.85,49131.55,8.28,1009413894272,1009463025820,1777456009413894272,1777456009463025820,1,0,0,0,0,0,128
2771202,2771216,4294967295,2,0,255,33.03,10703.29,3.09,1009961451820,1009972155112,1777456009961451820,1777456009972155112,1,0,0,0,0,0,128
2771202,2771216,4294967295,2,0,255,33.03,10452.34,3.16,1009972793112,1009983245447,1777456009972793112,1777456009983245447,1,0,0,0,0,0,128
2771202,2771216,4294967295,2,0,255,67.11,26696.03,2.51,1009985922447,1010012618473,1777456009985922447,1777456010012618473,1,0,0,0,0,0,128
2771202,2771216,4294967295,2,0,255,271.58,52305.62,5.19,1010015415473,1010067721088,1777456010015415473,1777456010067721088,1,0,0,0,0,0,128
2771202,2771216,4294967295,2,0,255,134.22,15986.16,8.40,1010068129088,1010084115244,1777456010068129088,1777456010084115244,1,0,0,0,0,0,128
2771200,2771214,4294967295,0,0,255,1090.52,596008.18,1.83,1010084495244,1010680503427,1777456010084495244,1777456010680503427,1,0,0,0,0,0,128
2771202,2771216,4294967295,2,0,255,134.22,23197.80,5.79,1010681775427,1010704973225,1777456010681775427,1777456010704973225,1,0,0,0,0,0,128
2771202,2771216,4294967295,2,0,255,25.69,19651.39,1.31,1010706924225,1010726575616,1777456010706924225,1777456010726575616,1,0,0,0,0,0,128
2771202,2771217,4294967295,2,0,255,271.58,46874.97,5.79,1011026385616,1011073260583,1777456011026385616,1777456011073260583,1,0,0,0,0,0,128
2771202,2771217,4294967295,2,0,255,67.11,16661.73,4.03,1011075220583,1011091882315,1777456011075220583,1777456011091882315,1,0,0,0,0,0,128
2771203,2771218,4294967295,3,0,255,33.03,4710.90,7.01,1011092245315,1011096956216,1777456011092245315,1777456011096956216,1,0,0,0,0,0,128
2771202,2771218,4294967295,2,0,255,1090.52,246726.70,4.42,1011171887216,1011418613913,1777456011171887216,1777456011418613913,1,0,0,0,0,0,128
2771202,2771218,4294967295,2,0,255,33.03,3784.69,8.73,1011421355913,1011425140607,1777456011421355913,1777456011425140607,1,0,0,0,0,0,128
2771202,2771218,4294967295,2,0,255,25.69,11238.07,2.29,1011426065607,1011437303674,1777456011426065607,1777456011437303674,1,0,0,0,0,0,128
2771202,2771218,4294967295,2,0,255,134.22,16486.62,8.14,1011438863674,1011455350292,1777456011438863674,1777456011455350292,1,0,0,0,0,0,128
2771202,2771218,4294967295,2,0,255,1090.52,151629.14,7.19,1011456566292,1011608195431,1777456011456566292,1777456011608195431,1,0,0,0,0,0,128
2771202,2771219,4294967295,2,0,255,33.03,13340.21,2.48,1012075961431,1012089301636,1777456012075961431,1777456012089301636,1,0,0,0,0,0,128
2771202,2771219,4294967295,2,0,255,1090.52,135027.93,8.08,1012091386636,1012226414569,1777456012091386636,1777456012226414569,1,0,0,0,0,0,128
2771202,2771219,4294967295,2,0,255,406.85,168437.57,2.42,1012227546569,1012395984143,1777456012227546569,1777456012395984143,1,0,0,0,0,0,128
2771206,2771224,4294967295,6,0,255,67.11,17203.99,3.90,1012559528143,1012576732131,1777456012559528143,1777456012576732131,1,0,0,0,0,0,128
2771202,2771220,4294967295,2,0,255,1090.52,193339.77,5.64,1012579018131,1012772357902,1777456012579018131,1777456012772357902,1,0,0,0,0,0,128
2771202,2771220,4294967295,2,0,255,67.11,29452.60,2.28,1012772670902,1012802123506,1777456012772670902,1777456012802123506,1,0,0,0,0,0,128
2771202,2771221,4294967295,2,0,255,67.11,9009.93,7.45,1012842410506,1012851420434,1777456012842410506,1777456012851420434,1,0,0,0,0,0,128
2771202,2771221,4294967295,2,0,255,271.58,160977.98,1.69,1012852904434,1013013882416,1777456012852904434,1777456013013882416,1,0,0,0,0,0,128
2771202,2771221,4294967295,2,0,255,25.69,3537.33,7.26,1013016443416,1013019980741,1777456013016443416,1777456013019980741,1,0,0,0,0,0,128
2771202,2771222,4294967295,2,0,255,406.85,54043.46,7.53,1013306186741,1013360230198,1777456013306186741,1777456013360230198,1,0,0,0,0,0,128
2771202,2771222,4294967295,2,0,255,25.69,2698.71,9.52,1013361237198,1013363935903,1777456013361237198,1777456013363935903,1,0,0,0,0,0,128
2771202,2771222,4294967295,2,0,255,406.85,47466.01,8.57,1013365487903,1013412953913,1777456013365487903,1777456013412953913,1,0,0,0,0,0,128
2771202,2771222,4294967295,2,0,255,406.85,91655.16,4.44,1013414383913,1013506039074,1777456013414383913,1777456013506039074,1,0,0,0,0,0,128
2771202,2771222,4294967295,2,0,255,271.58,151171.93,1.80,1013507887074,1013659059008,1777456013507887074,1777456013659059008,1,0,0,0,0,0,128
2771202,2771222,4294967295,2,0,255,134.22,19265.37,6.97,1013660981008,1013680246373,1777456013660981008,1777456013680246373,1,0,0,0,0,0,128
2771202,2771222,4294967295,2,0,255,67.11,15192.95,4.42,1013681158373,1013696351319,1777456013681158373,1777456013696351319,1,0,0,0,0,0,128
2771202,2771223,4294967295,2,0,255,1090.52,180195.77,6.05,1013871552319,1014051748092,1777456013871552319,1777456014051748092,1,0,0,0,0,0,128
2771202,2771223,4294967295,2,0,255,134.22,28218.92,4.76,1014054629092,1014082848016,1777456014054629092,1777456014082848016,1,0,0,0,0,0,128
2771202,2771223,4294967295,2,0,255,1090.52,120219.05,9.07,1014083923016,1014204142070,1777456014083923016,1777456014204142070,1,0,0,0,0,0,128
2771202,2771223,4294967295,2,0,255,67.11,12324.30,5.45,1014205037070,1014217361366,1777456014205037070,1777456014217361366,1,0,0,0,0,0,128
2771202,2771223,4294967295,2,0,255,25.69,3097.74,8.29,1014220153366,1014223251105,1777456014220153366,1777456014223251105,1,0,0,0,0,0,128
2771202,2771224,4294967295,2,0,255,33.03,16638.80,1.99,1014588413105,1014605051909,1777456014588413105,1777456014605051909,1,0,0,0,0,0,128
2771202,2771224,4294967295,2,0,255,134.22,21150.06,6.35,1014605440909,1014626590964,1777456014605440909,1777456014626590964,1,0,0,0,0,0,128
2771202,2771224,4294967295,2,0,255,406.85,67680.38,6.01,1014627088964,1014694769341,1777456014627088964,1777456014694769341,1,0,0,0,0,0,128
2771202,2771224,4294967295,2,0,255,33.03,16621.69,1.99,1014696541341,1014713163035,1777456014696541341,1777456014713163035,1,0,0,0,0,0,128
2771202,2771224,4294967295,2,0,255,1090.52,139124.60,7.84,1014713385035,1014852509637,1777456014713385035,1777456014852509637,1,0,0,0,0,0,128
2771202,2771225,4294967295,2,0,255,1090.52,113538.01,9.60,1015271145637,1015384683645,1777456015271145637,1777456015384683645,1,0,0,0,0,0,128
2771202,2771225,4294967295,2,0,255,271.58,92297.20,2.94,1015387004645,1015479301848,1777456015387004645,1777456015479301848,1,0,0,0,0,0,128
2771202,2771225,4294967295,2,0,255,1090.52,219524.29,4.97,1015479998848,1015699523134,1777456015479998848,1777456015699523134,1,0,0,0,0,0,128
2771207,2771230,4294967295,7,0,255,271.58,75805.59,3.58,1015701898134,1015777703728,1777456015701898134,1777456015777703728,1,0,0,0,0,0,128
2771202,2771225,4294967295,2,0,255,406.85,45280.79,8.98,1015779715728,1015824996518,1777456015779715728,1777456015824996518,1,0,0,0,0,0,128
2771202,2771225,4294967295,2,0,255,271.58,56678.74,4.79,1015826943518,1015883622261,1777456015826943518,1777456015883622261,1,0,0,0,0,0,128
2771202,2771226,4294967295,2,0,255,1090.52,372947.70,2.92,1016284473261,1016657420961,1777456016284473261,1777456016657420961,1,0,0,0,0,0,128
2771202,2771226,4294967295,2,0,255,1090.52,198268.32,5.50,1016660231961,1016858500282,1777456016660231961,1777456016858500282,1,0,0,0,0,0,128
2771202,2771226,4294967295,2,0,255,134.22,101041.43,1.33,1016861267282,1016962308710,1777456016861267282,1777456016962308710,1,0,0,0,0,0,128
2771202,2771226,4294967295,2,0,255,67.11,18614.10,3.61,1016963678710,1016982292812,1777456016963678710,1777456016982292812,1,0,0,0,0,0,128
2771202,2771226,4294967295,2,0,255,33.03,11907.66,2.77,1016984704812,1016996612467,1777456016984704812,1777456016996612467,1,0,0,0,0,0,128
2771202,2771226,4294967295,2,0,255,25.69,5709.22,4.50,1016997437467,1017003146687,1777456016997437467,1777456017003146687,1,0,0,0,0,0,128
2771202,2771227,4294967295,2,0,255,33.03,3918.55,8.43,1017301701687,1017305620236,1777456017301701687,1777456017305620236,1,0,0,0,0,0,128
2771203,2771228,4294967295,3,0,255,271.58,28608.62,9.49,1017307415236,1017336023859,1777456017307415236,1777456017336023859,1,0,0,0,0,0,128
2771202,2771227,4294967295,2,0,255,1090.52,181405.80,6.01,1017336303859,1017517709662,1777456017336303859,1777456017517709662,1,0,0,0,0,0,128
2771200,2771225,4294967295,0,0,255,67.11,19697.59,3.41,1017519862662,1017539560247,1777456017519862662,1777456017539560247,1,0,0,0,0,0,128
2771202,2771227,4294967295,2,0,255,1090.52,240265.94,4.54,1017541357247,1017781623182,1777456017541357247,1777456017781623182,1,0,0,0,0,0,128
2771202,2771227,4294967295,2,0,255,33.03,6364.98,5.19,1017784059182,1017790424160,1777456017784059182,1777456017790424160,1,0,0,0,0,0,128
2771201,2771227,4294967295,1,0,255,67.11,9743.70,6.89,1018034741160,1018044484858,1777456018034741160,1777456018044484858,1,0,0,0,0,0,128
2771202,2771228,4294967295,2,0,255,1090.52,218389.14,4.99,1018046340858,1018264729995,1777456018046340858,1777456018264729995,1,0,0,0,0,0,128
2771207,2771233,4294967295,7,0,255,271.58,318202.78,0.85,1018265451995,1018583654770,1777456018265451995,1777456018583654770,1,0,0,0,0,0,128
2771202,2771228,4294967295,2,0,255,406.85,475979.05,0.85,1018585467770,1019061446818,1777456018585467770,1777456019061446818,1,0,0,0,0,0,128
2771202,2771228,4294967295,2,0,255,1090.52,220754.39,4.94,1019064278818,1019285033207,1777456019064278818,1777456019285033207,1,0,0,0,0,0,128
2771202,2771228,4294967295,2,0,255,67.11,25914.69,2.59,1019285438207,1019311352900,1777456019285438207,1777456019311352900,1,0,0,0,0,0,128
2771202,2771229,4294967295,2,0,255,1090.52,239006.90,4.56,1019504890900,1019743897803,1777456019504890900,1777456019743897803,1,0,0,0,0,0,128
2771202,2771229,4294967295,2,0,255,406.85,71747.59,5.67,1019744432803,1019816180388,1777456019744432803,1777456019816180388,1,0,0,0,0,0,128
2771202,2771229,4294967295,2,0,255,25.69,3234.07,7.94,1019817813388,1019821047455,1777456019817813388,1777456019821047455,1,0,0,0,0,0,128
2771201,2771228,4294967295,1,0,255,25.69,2696.74,9.53,1019823916455,1019826613197,1777456019823916455,1777456019826613197,1,0,0,0,0,0,128
2771202,2771229,4294967295,2,0,255,271.58,133626.24,2.03,1019827629197,1019961255441,1777456019827629197,1777456019961255441,1,0,0,0,0,0,128
2771202,2771229,4294967295,2,0,255,25.69,4353.29,5.90,1019961972441,1019966325727,1777456019961972441,1777456019966325727,1,0,0,0,0,0,128
2771202,2771230,4294967295,2,0,255,67.11,30823.22,2.18,1020225417727,1020256240945,1777456020225417727,1777456020256240945,1,0,0,0,0,0,128
2771206,2771234,4294967295,6,0,255,406.85,242660.92,1.68,1020258927945,1020501588869,1777456020258927945,1777456020501588869,1,0,0,0,0,0,128
2771206,2771234,4294967295,6,0,255,25.69,4253.59,6.04,1020502458869,1020506712454,1777456020502458869,1777456020506712454,1,0,0,0,0,0,128
2771202,2771230,4294967295,2,0,255,134.22,31007.54,4.33,1020508189454,1020539196990,1777456020508189454,1777456020539196990,1,0,0,0,0,0,128
2771202,2771230,4294967295,2,0,255,406.85,48391.75,8.41,1020540208990,1020588600737,1777456020540208990,1777456020588600737,1,0,0,0,0,0,128
2771202,2771230,4294967295,2,0,255,1090.52,317484.14,3.43,1020589794737,1020907278874,1777456020589794737,1777456020907278874,1,0,0,0,0,0,128
2771202,2771230,4294967295,2,0,255,1090.52,110733.54,9.85,1020909937874,1021020671411,1777456020909937874,1777456021020671411,1,0,0,0,0,0,128
2771202,2771230,4294967295,2,0,255,134.22,19684.92,6.82,1021021039411,1021040724334,1777456021021039411,1777456021040724334,1,0,0,0,0,0,128
2771202,2771231,4294967295,2,0,255,1090.52,239750.80,4.55,1021320206334,1021559957138,1777456021320206334,1777456021559957138,1,0,0,0,0,0,128
2771202,2771231,4294967295,2,0,255,67.11,10207.45,6.57,1021562164138,1021572371585,1777456021562164138,1777456021572371585,1,0,0,0,0,0,128
2771202,2771231,4294967295,2,0,255,134.22,59501.92,2.26,1021574454585,1021633956502,1777456021574454585,1777456021633956502,1,0,0,0,0,0,128
2771206,2771235,4294967295,6,0,255,67.11,10502.87,6.39,1021636293502,1021646796368,1777456021636293502,1777456021646796368,1,0,0,0,0,0,128
2771202,2771231,4294967295,2,0,255,134.22,28591.03,4.69,1021649200368,1021677791395,1777456021649200368,1777456021677791395,1,0,0,0,0,0,128
2771202,2771231,4294967295,2,0,255,1090.52,375051.10,2.91,1021680417395,1022055468490,1777456021680417395,1777456022055468490,1,0,0,0,0,0,128
2771202,2771231,4294967295,2,0,255,134.22,46404.93,2.89,1022056022490,1022102427416,1777456022056022490,1777456022102427416,1,0,0,0,0,0,128
2771202,2771231,4294967295,2,0,255,406.85,97741.15,4.16,1022104530416,1022202271566,1777456022104530416,1777456022202271566,1,0,0,0,0,0,128
2771202,2771232,4294967295,2,0,255,33.03,8393.18,3.94,1022475588566,1022483981746,1777456022475588566,1777456022483981746,1,0,0,0,0,0,128
2771202,2771232,4294967295,2,0,255,271.58,37766.15,7.19,1022485239746,1022523005895,1777456022485239746,1777456022523005895,1,0,0,0,0,0,128
2771202,2771232,4294967295,2,0,255,271.58,28552.06,9.51,1022524336895,1022552888958,1777456022524336895,1777456022552888958,1,0,0,0,0,0,128
2771202,2771232,4294967295,2,0,255,134.22,25847.73,5.19,1022553438958,1022579286684,1777456022553438958,1777456022579286684,1,0,0,0,0,0,128
2771202,2771232,4294967295,2,0,255,406.85,55798.89,7.29,1022580470684,1022636269574,1777456022580470684,1777456022636269574,1,0,0,0,0,0,128
2771202,2771233,4294967295,2,0,255,33.03,7504.51,4.40,1023063304574,1023070809087,1777456023063304574,1777456023070809087,1,0,0,0,0,0,128
2771202,2771233,4294967295,2,0,255,271.58,66747.37,4.07,1023072005087,1023138752457,1777456023072005087,1777456023138752457,1,0,0,0,0,0,128
2771202,2771233,4294967295,2,0,255,134.22,13464.41,9.97,1023141219457,1023154683863,1777456023141219457,1777456023154683863,1,0,0,0,0,0,128
2771202,2771234,4294967295,2,0,255,67.11,19271.66,3.48,1023346137863,1023365409525,1777456023346137863,1777456023365409525,1,0,0,0,0,0,128
2771202,2771234,4294967295,2,0,255,33.03,9262.13,3.57,1023366553525,1023375815652,1777456023366553525,1777456023375815652,1,0,0,0,0,0,128
2771205,2771237,4294967295,5,0,255,406.85,173836.10,2.34,1023378209652,1023552045751,1777456023378209652,1777456023552045751,1,0,0,0,0,0,128
2771202,2771234,4294967295,2,0,255,67.11,9055.18,7.41,1023553131751,1023562186934,1777456023553131751,1777456023562186934,1,0,0,0,0,0,128
2771202,2771234,4294967295,2,0,255,25.69,3048.65,8.43,1023564534934,1023567583587,1777456023564534934,1777456023567583587,1,0,0,0,0,0,128
2771202,2771235,4294967295,2,0,255,25.69,3540.84,7.26,1023704996587,1023708537426,1777456023704996587,1777456023708537426,1,0,0,0,0,0,128
2771202,2771235,4294967295,2,0,255,25.69,4428.13,5.80,1023709255426,1023713683553,1777456023709255426,1777456023713683553,1,0,0,0,0,0,128
2771202,2771235,4294967295,2,0,255,1090.52,209141.68,5.21,1023714400553,1023923542233,1777456023714400553,1777456023923542233,1,0,0,0,0,0,128
2771202,2771235,4294967295,2,0,255,134.22,26317.65,5.10,1023923792233,1023950109880,1777456023923792233,1777456023950109880,1,0,0,0,0,0,128
2771202,2771235,4294967295,2,0,255,25.69,8640.28,2.97,1023951704880,1023960345158,1777456023951704880,1777456023960345158,1,0,0,0,0,0,128
